,carat,cut,color,clarity,depth,table,price,x,y,z,size_class
45464,0.54,Very Good,E,VS1,61.7,58.0,1676,5.24,5.27,3.24,6.483363586735115
45465,0.53,Ideal,E,VS2,61.5,56.0,1676,5.18,5.23,3.2,6.437834949496684
45466,0.53,Ideal,E,VS2,61.8,56.0,1676,5.17,5.21,3.21,6.434020950391572
45467,0.5,Premium,E,VS2,62.6,58.0,1676,5.12,5.07,3.19,6.371685981444036
45468,0.5,Ideal,E,VS2,62.9,55.0,1676,5.11,5.07,3.2,6.37338094350415
45469,0.5,Premium,E,VS2,62.9,60.0,1676,5.1,5.07,3.2,6.370554899425387
45470,0.5,Premium,E,VS2,62.0,58.0,1676,5.09,5.07,3.15,6.34500323214214
45471,0.5,Ideal,E,VS2,62.0,56.0,1676,5.1,5.06,3.15,6.344986460616273
45472,0.5,Ideal,E,VS2,62.3,57.0,1676,5.08,5.04,3.15,6.333604059335187
45473,0.5,Premium,E,VS2,62.8,60.0,1676,5.08,5.02,3.17,6.336998701538171
45474,0.5,Premium,E,VS2,62.7,59.0,1676,5.06,5.02,3.16,6.326749307498011
45475,0.72,Premium,F,SI2,61.3,59.0,1676,5.81,5.76,3.55,6.892425999914711
45476,0.76,Premium,G,SI2,58.8,59.0,1676,5.97,5.93,3.5,6.9531179583189635
45477,0.57,Premium,F,SI1,59.5,60.0,1676,5.43,5.42,3.23,6.570779214527984
45478,0.52,Ideal,D,VS2,60.3,56.0,1677,5.24,5.27,3.17,6.451852613989898
45479,0.56,Ideal,D,SI1,61.9,55.0,1677,5.29,5.31,3.28,6.525675398212089
45480,0.51,Very Good,D,VS2,62.2,57.0,1678,5.11,5.14,3.19,6.3886480745721945
45481,0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18,6.3756678228190395
45482,0.5,Ideal,D,VS2,61.7,53.0,1678,5.14,5.16,3.18,6.398166190577314
45483,0.51,Ideal,D,VS2,62.4,55.0,1678,5.12,5.14,3.2,6.395984074757067
45484,0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22,6.455155007315892
45485,0.53,Ideal,H,VS1,61.6,55.0,1678,5.2,5.22,3.21,6.445134727396468
45486,0.53,Ideal,H,VS1,61.8,56.0,1678,5.22,5.26,3.24,6.475106419422637
45487,0.5,Ideal,E,VS1,62.4,58.0,1678,5.04,5.06,3.15,6.327912947257331
45488,0.5,Good,F,VVS2,64.5,62.3,1678,4.92,4.93,3.17,6.264728802532384
45489,0.53,Very Good,E,VS2,63.5,59.0,1678,5.17,5.13,3.27,6.438413742095897
45490,0.6,Very Good,H,VS1,60.2,60.0,1679,5.45,5.48,3.29,6.618519707035883
45491,0.56,Very Good,F,SI1,60.0,57.0,1679,5.41,5.38,3.24,6.55922857994389
45492,0.55,Ideal,F,VS2,61.3,55.0,1679,5.29,5.31,3.25,6.512419301509822
45493,0.52,Ideal,D,VS2,62.0,56.0,1679,5.17,5.19,3.21,6.428472116470944
45494,0.5,Ideal,F,VS1,62.0,55.1,1679,5.05,5.11,3.16,6.349531237429708
45495,0.5,Ideal,F,VS1,62.5,52.4,1679,5.07,5.11,3.18,6.3643358039011435
45496,0.51,Very Good,F,VS1,60.0,59.0,1680,5.18,5.22,3.12,6.398547933794513
45497,0.52,Very Good,F,VS2,60.0,61.5,1680,5.19,5.23,3.13,6.408708142213267
45498,0.58,Ideal,I,VVS1,62.1,56.0,1680,5.32,5.34,3.31,6.555097204671787
45499,0.54,Ideal,F,VS2,60.5,56.0,1680,5.27,5.29,3.2,6.479142589314429
45500,0.54,Ideal,F,VS2,59.8,58.0,1680,5.29,5.34,3.18,6.489134229761761
45501,0.51,Ideal,F,VS1,60.4,56.0,1680,5.18,5.21,3.14,6.405000029532515
45502,0.57,Good,F,VS2,60.0,61.0,1680,5.36,5.43,3.24,6.559179011822585
45503,0.54,Ideal,I,VVS1,62.7,57.0,1681,5.22,5.14,3.25,6.446257884355405
45504,0.61,Ideal,F,SI1,61.4,56.0,1681,5.46,5.42,3.34,6.627041905423602
45505,1.0,Premium,J,I1,58.3,58.0,1681,6.61,6.51,3.82,7.360880453384902
45506,0.53,Very Good,D,VS2,62.6,58.0,1682,5.14,5.18,3.23,6.426254622250183
45507,0.52,Very Good,E,VS1,60.7,54.0,1682,5.22,5.29,3.19,6.460873953124605
45508,0.5,Very Good,D,VS2,61.2,55.0,1682,5.07,5.12,3.12,6.339675586541415
45509,0.56,Ideal,G,VS1,60.7,57.0,1682,5.27,5.34,3.22,6.501703392115211
45510,0.55,Ideal,F,VS1,60.3,57.0,1682,5.32,5.37,3.23,6.527882498856353
45511,0.51,Ideal,E,SI1,61.5,57.0,1682,5.11,5.16,3.16,6.380618915213804
45512,0.55,Good,F,VS1,59.5,62.0,1682,5.3,5.35,3.17,6.490014091554304
45513,0.64,Premium,E,SI1,61.2,62.0,1682,5.56,5.52,3.39,6.701038423313846
45514,0.52,Ideal,E,SI1,61.0,57.0,1682,5.22,5.2,3.18,6.43158819555852
45515,0.58,Ideal,E,VS2,62.3,54.0,1683,5.39,5.43,3.37,6.623986062414551
45516,0.58,Ideal,E,VS2,61.7,57.0,1683,5.35,5.42,3.32,6.589014984665131
45517,0.43,Ideal,G,IF,61.3,55.0,1683,4.86,4.89,2.99,6.150936263431945
45518,0.53,Ideal,F,VS2,62.3,55.0,1683,5.2,5.17,3.23,6.44021006871314
45519,0.53,Ideal,D,SI1,62.3,56.0,1683,5.18,5.15,3.22,6.424585218547578
45520,0.53,Ideal,D,SI1,62.0,57.0,1683,5.23,5.19,3.23,6.454079649974573
45521,0.5,Premium,D,VS2,61.1,58.0,1683,5.18,5.09,3.14,6.371382313329702
45522,0.54,Ideal,E,VS2,61.8,55.0,1684,5.26,5.22,3.24,6.475106419422637
45523,0.57,Ideal,F,VS2,61.6,56.0,1684,5.37,5.34,3.3,6.564227854594608
45524,0.54,Premium,G,VS1,61.1,59.0,1684,5.2,5.24,3.19,6.4416348590066
45525,0.57,Ideal,D,SI1,61.4,55.0,1684,5.34,5.35,3.28,6.550074448269973
45526,0.5,Ideal,H,VVS1,61.4,57.0,1684,5.08,5.11,3.12,6.3396978172478615
45527,0.59,Ideal,D,SI1,62.1,56.0,1684,5.36,5.4,3.34,6.595040510658482
45528,0.54,Ideal,G,VS1,61.4,57.0,1684,5.23,5.2,3.2,6.443394474838584
45529,0.5,Premium,E,VS2,59.3,62.0,1684,5.25,5.18,3.09,6.3928763588202395
45530,0.56,Ideal,F,SI1,61.1,55.9,1685,5.33,5.35,3.26,6.538546388954589
45531,0.54,Good,G,VS1,60.8,62.0,1685,5.22,5.24,3.18,6.442643384067516
45532,0.56,Very Good,G,VS1,60.2,56.0,1686,5.35,5.37,3.23,6.535995144643673
45533,0.55,Ideal,H,VS1,61.2,56.0,1686,5.26,5.3,3.23,6.492589324112615
45534,0.81,Fair,H,SI2,66.2,58.0,1687,5.78,5.74,3.81,6.981911227345514
45535,0.51,Ideal,D,SI1,60.4,55.0,1687,5.48,5.18,3.16,6.487052549500009
45536,0.56,Ideal,H,VS2,62.4,56.0,1687,5.27,5.23,3.28,6.498309723178066
45537,0.51,Ideal,F,VS2,61.4,56.0,1687,5.16,5.13,3.16,6.386254449883237
45538,0.51,Ideal,F,VS2,60.6,56.0,1687,5.19,5.17,3.14,6.396663378240269
45539,0.51,Premium,F,VS2,61.0,58.0,1687,5.17,5.1,3.13,6.366824184782237
45540,0.51,Premium,F,VS2,62.1,58.0,1687,5.12,5.09,3.17,6.368292306890928
45541,0.51,Ideal,F,VS2,62.9,55.0,1687,5.12,5.08,3.21,6.383545604570295
45542,0.51,Ideal,F,VS2,62.9,57.0,1687,5.11,5.09,3.21,6.383562244811446
45543,0.51,Ideal,D,SI1,61.8,55.0,1687,5.18,5.14,3.19,6.408276881321127
45544,0.51,Premium,D,SI1,60.1,60.0,1687,5.17,5.15,3.1,6.367004928335579
45545,0.51,Premium,D,SI1,61.0,60.0,1687,5.18,5.15,3.15,6.3928763588202395
45546,0.51,Premium,D,SI1,60.3,59.0,1687,5.22,5.2,3.14,6.413325989165791
45547,0.51,Premium,D,SI1,62.3,57.0,1687,5.13,5.08,3.18,6.3728140883394016
45548,0.51,Ideal,D,SI1,62.4,57.0,1687,5.13,5.09,3.19,6.380180906123445
45549,0.51,Ideal,D,SI1,61.6,56.0,1687,5.12,5.1,3.15,6.361992885921962
45550,0.51,Ideal,D,SI1,61.7,55.0,1687,5.16,5.11,3.17,6.385177197176109
45551,0.51,Premium,D,SI1,61.6,58.0,1687,5.14,5.12,3.16,6.377836728046807
45552,0.51,Premium,D,SI1,60.9,59.0,1687,5.19,5.13,3.14,6.385457923532388
45553,0.51,Premium,D,SI1,60.1,60.0,1687,5.18,5.14,3.1,6.366988672830495
45554,0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19,6.363207827519731
45555,0.51,Ideal,F,VS2,63.2,57.0,1687,5.08,5.05,3.2,6.359183789974511
45556,0.54,Premium,E,VS2,59.0,60.0,1687,5.38,5.32,3.15,6.4943842471209186
45557,0.56,Very Good,H,VS1,59.8,56.0,1688,5.35,5.38,3.21,6.529718361643263
45558,0.5,Very Good,D,VS2,63.0,57.0,1688,5.03,5.06,3.18,6.338722550460019
45559,0.64,Very Good,F,SI1,60.7,59.0,1688,5.51,5.59,3.37,6.697649193272032
45560,0.53,Good,F,VS1,64.2,56.0,1688,5.11,5.14,3.29,6.433179234542567
45561,0.52,Ideal,E,VS2,62.6,57.0,1689,5.09,5.17,3.21,6.400403234188759
45562,0.52,Good,G,VS1,63.3,55.0,1689,5.09,5.12,3.23,6.395343631445446
45563,0.52,Ideal,E,VS2,61.8,55.0,1689,5.17,5.19,3.2,6.423970724236003
45564,0.52,Ideal,G,VS1,62.3,55.0,1689,5.14,5.16,3.21,6.4117127224152615
45565,0.52,Ideal,E,VS2,61.1,57.0,1689,5.18,5.2,3.17,6.415946561530242
45566,0.52,Ideal,E,VS2,59.5,57.0,1689,5.25,5.27,3.13,6.436283041799144
45567,0.52,Premium,G,VS1,61.2,60.0,1689,5.13,5.19,3.16,6.394617922817864
45568,0.52,Premium,E,VS2,60.7,58.0,1689,5.17,5.21,3.15,6.406799481656548
45569,0.52,Very Good,E,VS2,60.3,60.0,1689,5.17,5.21,3.13,6.397610310201887
45570,0.52,Very Good,E,VS2,62.5,56.0,1689,5.15,5.18,3.23,6.429058695126885
45571,0.52,Ideal,E,VS2,62.2,56.0,1689,5.11,5.15,3.19,6.391452147448898
45572,0.52,Ideal,E,VS2,61.1,55.0,1689,5.2,5.27,3.2,6.454386490228858
45573,0.52,Ideal,G,VS1,62.7,56.0,1689,5.14,5.16,3.23,6.420673589986883
45574,0.52,Very Good,G,VS1,61.1,58.0,1689,5.16,5.19,3.16,6.403030162634064
45575,0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21,6.408903188828437
45576,0.52,Ideal,E,VS2,61.7,55.0,1689,5.16,5.21,3.2,6.426726343264951
45577,0.52,Very Good,G,VS1,61.7,56.0,1689,5.17,5.21,3.2,6.429519558156631
45578,0.52,Ideal,G,VS1,61.1,55.0,1689,5.15,5.19,3.16,6.400231529281391
45579,0.52,Ideal,G,VS1,61.8,55.0,1689,5.17,5.21,3.21,6.434020950391572
45580,0.52,Very Good,G,VS1,62.4,60.0,1689,5.11,5.12,3.19,6.3830235253783165
45581,0.52,Ideal,G,VS1,60.9,55.0,1689,5.16,5.22,3.16,6.411345430846067
45582,0.52,Ideal,E,VS2,61.2,56.0,1689,5.16,5.23,3.18,6.423208777630377
45583,0.52,Ideal,G,VS1,62.4,56.0,1689,5.11,5.15,3.2,6.39596762857139
45584,0.52,Ideal,G,VS1,62.7,57.0,1689,5.12,5.15,3.22,6.407776930861024
45585,0.52,Ideal,E,VS2,62.0,55.0,1689,5.14,5.19,3.2,6.415574803114947
45586,0.52,Ideal,E,VS2,61.9,56.0,1689,5.12,5.16,3.18,6.392541641383436
45587,0.57,Premium,F,VS1,59.9,59.0,1689,5.35,5.4,3.22,6.539558987129783
45588,0.52,Very Good,E,VS2,60.9,57.0,1689,5.17,5.2,3.16,6.408600462196318
45589,0.52,Premium,G,VS1,62.6,59.0,1689,5.08,5.11,3.19,6.371708212150483
45590,0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2,6.3987334327369805
45591,0.52,Ideal,E,VS2,60.9,57.0,1689,5.21,5.23,3.18,6.437121084485631
45592,0.52,Ideal,H,VS2,61.7,55.0,1689,5.2,5.23,3.22,6.452383258065839
45593,0.52,Ideal,D,VS2,62.1,57.0,1689,5.13,5.17,3.2,6.407195011485177
45594,0.51,Ideal,G,VS1,62.4,57.0,1689,5.1,5.13,3.19,6.383012496906607
45595,0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29,6.538195048212647
45596,0.53,Ideal,E,VS2,62.1,54.6,1690,5.19,5.21,3.23,6.44855207600614
45597,0.5,Ideal,D,VS2,61.9,55.0,1690,5.09,5.12,3.16,6.3637340249286245
45598,0.5,Ideal,D,VS2,61.9,57.0,1690,5.08,5.1,3.15,6.350677572694129
45599,0.58,Ideal,G,SI1,61.5,56.0,1690,5.35,5.38,3.3,6.569611088766775
45600,0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1,6.316234097416539
45601,0.47,Good,E,VVS1,64.0,62.0,1690,4.9,4.97,3.16,6.265952159417786
45602,0.5,Good,E,VS1,60.3,62.0,1690,5.1,5.11,3.08,6.326750889167207
45603,0.71,Premium,J,SI1,62.4,61.0,1690,5.68,5.63,3.53,6.818694035531918
45604,0.61,Ideal,D,SI2,59.9,57.0,1690,5.55,5.53,3.32,6.670950493494926
45605,0.71,Fair,G,SI2,65.6,56.0,1691,5.54,5.49,3.63,6.7866616737259635
45606,0.54,Premium,F,VS2,62.4,58.0,1691,5.25,5.2,3.26,6.475701010488843
45607,0.57,Ideal,G,VS2,61.5,55.0,1691,5.33,5.37,3.29,6.557145205155656
45608,0.5,Ideal,F,VS2,62.7,56.0,1691,5.07,5.1,3.19,6.366039418302893
45609,0.56,Ideal,H,VS1,62.2,55.3,1691,5.26,5.31,3.28,6.517470475390366
45610,0.52,Ideal,G,VS1,60.8,55.0,1691,5.2,5.26,3.18,6.442601188280938
45611,0.51,Ideal,G,VS1,61.9,56.0,1691,5.12,5.16,3.18,6.392541641383436
45612,0.56,Ideal,E,SI1,61.6,56.0,1691,5.29,5.33,3.27,6.526693891047111
45613,0.69,Fair,G,SI2,65.4,63.0,1691,5.49,5.43,3.57,6.7336824215144855
45614,0.7,Fair,J,VVS1,67.6,54.0,1691,5.56,5.41,3.71,6.802132663846952
45615,0.5,Very Good,F,VS1,62.0,58.0,1692,5.08,5.11,3.16,6.358076346562716
45616,0.55,Very Good,D,SI1,60.7,58.0,1692,5.24,5.3,3.2,6.4736310765512
45617,0.55,Very Good,D,SI1,61.2,58.0,1692,5.24,5.29,3.22,6.479895222441919
45618,0.55,Ideal,F,VS2,61.7,57.0,1692,5.24,5.29,3.25,6.493274252243119
45619,0.55,Ideal,F,VS2,61.1,57.0,1692,5.27,5.3,3.23,6.495329486457527
45620,0.55,Ideal,F,VS2,61.1,56.0,1692,5.27,5.31,3.23,6.498048987811119
45621,0.55,Premium,D,SI1,61.0,58.0,1692,5.27,5.29,3.22,6.488131372541684
45622,0.55,Ideal,F,VS2,61.7,56.0,1692,5.26,5.3,3.26,6.505927123649767
45623,0.55,Very Good,F,VS2,61.7,56.0,1692,5.25,5.29,3.25,6.496024863259153
45624,0.55,Ideal,D,SI1,60.6,56.0,1692,5.27,5.32,3.21,6.491802504936533
45625,0.61,Ideal,J,VVS1,60.9,56.0,1692,5.45,5.51,3.34,6.6481566513853245
45626,0.53,Ideal,G,VS1,62.2,55.0,1692,5.18,5.21,3.23,6.445769635334813
45627,0.69,Fair,I,VS1,57.9,63.0,1692,5.73,5.77,3.33,6.782628635149475
45628,0.53,Very Good,F,VS2,59.2,58.0,1693,5.29,5.31,3.14,6.462744142485632
45629,0.4,Ideal,D,VVS2,61.2,56.0,1693,4.76,4.78,2.92,6.053940560844535
45630,0.32,Good,E,SI1,63.3,55.0,524,4.33,4.36,2.75,5.698126778591499
45631,0.3,Very Good,H,VVS2,61.5,57.0,525,4.32,4.36,2.66,5.646785693117411
45632,0.28,Very Good,H,VVS1,62.9,54.0,525,4.2,4.23,2.65,5.55703935091246
45633,0.25,Very Good,G,VVS1,61.7,56.0,525,4.07,4.09,2.51,5.384817001834594
45634,0.25,Very Good,G,VVS1,63.0,54.0,525,4.02,4.04,2.54,5.366379291378715
45635,0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5,5.354187661051056
45636,0.25,Very Good,G,VVS1,60.6,55.0,525,4.12,4.14,2.5,5.414203200020457
45637,0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5,5.361312182355955
45638,0.25,Very Good,G,VVS1,61.4,56.0,525,4.04,4.07,2.49,5.355529829761949
45639,0.23,Very Good,F,VVS1,60.7,55.0,525,3.98,4.0,2.42,5.267775478268794
45640,0.36,Ideal,J,VVS2,61.7,55.0,525,4.61,4.63,2.85,5.926740863417504
45641,0.25,Ideal,G,VVS2,62.0,54.0,525,4.05,4.08,2.52,5.379914793919225
45642,0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5,5.35055912605908
45643,0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5,5.371976974494585
45644,0.25,Ideal,G,VVS2,62.1,56.0,525,4.02,4.05,2.5,5.347045504288829
45645,0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53,5.399790089141829
45646,0.25,Ideal,H,VVS1,60.2,56.0,525,4.1,4.11,2.47,5.379273345447633
45647,0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53,5.382061830093426
45648,0.29,Ideal,G,VS2,61.6,56.0,525,4.26,4.29,2.63,5.5868938776935115
45649,0.29,Ideal,G,VS2,60.7,55.0,525,4.31,4.35,2.63,5.623766069793317
45650,0.38,Ideal,J,SI1,62.0,54.0,525,4.66,4.7,2.9,5.9890436119100405
45651,0.38,Ideal,J,SI1,62.0,54.0,525,4.67,4.71,2.91,6.000168762906555
45652,0.38,Ideal,J,SI1,61.8,54.0,525,4.68,4.7,2.9,5.995222186839165
45653,0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49,5.36263680248739
45654,0.25,Premium,E,VS2,59.7,61.0,525,4.1,4.08,2.44,5.351074209715653
45655,0.25,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53,5.34626110866558
45656,0.25,Very Good,E,VVS1,60.1,57.0,526,4.08,4.11,2.46,5.366365861668244
45657,0.3,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61,5.645881465547297
45658,0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54,5.355572536422133
45659,0.24,Ideal,F,VVS2,62.4,55.0,526,3.99,4.02,2.5,5.325512342739187
45660,0.54,Premium,F,SI1,62.3,58.0,1693,5.26,5.2,3.26,6.4784463872276605
45661,0.5,Very Good,G,VS1,61.0,58.0,1694,5.08,5.15,3.12,6.350946958380821
45662,0.59,Ideal,D,SI1,61.2,56.0,1694,5.38,5.43,3.31,6.595389587844029
45663,0.59,Good,D,SI1,63.7,56.0,1694,5.32,5.35,3.4,6.596499883603227
45664,0.52,Ideal,G,VS1,62.8,55.0,1694,5.16,5.13,3.23,6.4178640564000595
45665,0.52,Ideal,G,VS1,63.0,54.0,1694,5.17,5.12,3.24,6.422301903875385
45666,0.53,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21,6.434020950391572
45667,0.52,Ideal,G,VS1,61.3,56.0,1694,5.2,5.17,3.18,6.41770266930357
45668,0.52,Ideal,E,VS2,61.4,54.0,1694,5.23,5.2,3.2,6.443394474838584
45669,0.52,Ideal,E,VS2,61.5,56.0,1694,5.2,5.18,3.19,6.425020145155703
45670,0.52,Ideal,E,VS2,61.3,57.0,1694,5.22,5.19,3.19,6.433340769368461
45671,0.52,Ideal,E,VS2,62.1,56.0,1694,5.2,5.17,3.22,6.435736592133832
45672,0.52,Ideal,E,VS2,60.4,57.0,1694,5.22,5.17,3.14,6.404978646452272
45673,0.52,Very Good,E,VS2,63.4,57.0,1694,5.16,5.12,3.26,6.428386840330157
45674,0.52,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17,6.393622265432366
45675,0.52,Premium,E,VS2,62.5,60.0,1694,5.14,5.1,3.2,6.3903375116159244
45676,0.52,Ideal,E,VS2,61.7,57.0,1694,5.17,5.1,3.17,6.385144367989025
45677,0.56,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29,6.543639186902775
45678,0.52,Ideal,H,VVS1,62.4,55.0,1695,5.11,5.15,3.2,6.39596762857139
45679,0.5,Ideal,E,VS2,61.3,55.0,1695,5.13,5.15,3.15,6.37888308674074
45680,0.54,Ideal,E,VS2,61.6,59.0,1695,5.21,5.24,3.22,6.457910872606401
45681,0.53,Ideal,G,VS1,61.9,55.0,1695,5.22,5.25,3.24,6.47236104268382
45682,0.5,Ideal,F,VS1,61.6,57.0,1695,5.07,5.09,3.13,6.33581406068748
45683,0.5,Ideal,F,VS1,61.2,56.0,1695,5.13,5.17,3.15,6.384474934985093
45684,0.55,Good,E,VS2,59.8,61.0,1695,5.29,5.32,3.17,6.479176808430449
45685,0.54,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21,6.469922173403524
45686,0.54,Ideal,H,VVS2,61.8,56.0,1696,5.25,5.27,3.25,6.490560102782342
45687,0.71,Premium,I,SI2,62.1,58.0,1696,5.7,5.67,3.53,6.8339788379413395
45688,0.7,Fair,D,SI2,71.6,55.0,1696,5.47,5.28,3.85,6.7969372084090995
45689,0.51,Very Good,F,VS1,62.4,59.0,1697,5.04,5.09,3.16,6.34101394842854
45690,0.51,Very Good,E,VS1,60.4,59.0,1697,5.16,5.2,3.13,6.3920453460601525
45691,0.53,Ideal,F,VS1,60.7,55.0,1697,5.32,5.25,3.21,6.4863169658528035
45692,0.51,Ideal,E,VS1,61.8,55.0,1697,5.15,5.18,3.19,6.411080954197829
45693,0.7,Good,H,SI2,64.2,58.0,1697,5.56,5.6,3.58,6.800471297608556
45694,0.7,Fair,I,SI1,65.8,57.0,1697,5.46,5.55,3.62,6.777378419916352
45695,0.54,Very Good,G,VS1,63.6,56.0,1698,5.17,5.24,3.31,6.4865623093354285
45696,0.51,Very Good,H,SI1,61.0,55.0,1698,5.18,5.21,3.17,6.418718310780295
45697,0.5,Premium,E,VS1,58.8,62.0,1698,5.17,5.14,3.03,6.33125043365759
45698,0.59,Ideal,I,VVS1,61.6,55.0,1698,5.4,5.45,3.34,6.619063739864998
45699,0.58,Ideal,E,VS2,60.9,59.0,1698,5.36,5.44,3.29,6.583927236119179
45700,0.57,Ideal,E,VS2,62.2,55.0,1698,5.3,5.34,3.31,6.5496633186211595
45701,0.6,Ideal,D,SI1,61.4,55.0,1698,5.43,5.45,3.34,6.627056530618528
45702,0.56,Ideal,I,VVS1,62.0,56.0,1698,5.29,5.26,3.27,6.507621157580236
45703,0.56,Premium,I,VVS1,62.4,56.0,1698,5.28,5.24,3.28,6.503800556189813
45704,0.56,Ideal,I,VVS1,62.0,57.0,1698,5.33,5.29,3.29,6.535490839284269
45705,0.56,Ideal,G,VS2,62.1,56.0,1698,5.31,5.29,3.29,6.530067167329246
45706,0.56,Ideal,G,VS2,61.0,57.0,1698,5.34,5.32,3.25,6.528705705780387
45707,0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3,6.5098149005270365
45708,0.56,Ideal,G,VS2,61.2,56.0,1698,5.33,5.29,3.25,6.517842973464845
45709,0.56,Ideal,G,VS2,61.7,56.0,1698,5.34,5.3,3.28,6.536527916432025
45710,0.56,Ideal,G,VS2,60.6,57.0,1698,5.36,5.33,3.24,6.532362346777399
45711,0.56,Premium,G,VS2,60.9,58.0,1698,5.36,5.34,3.26,6.54394470705223
45712,0.56,Premium,G,VS2,62.5,57.0,1698,5.28,5.25,3.29,6.510942936323006
45713,0.56,Ideal,G,VS2,62.0,56.0,1698,5.3,5.28,3.28,6.520226104102925
45714,0.56,Ideal,G,VS2,61.9,55.0,1698,5.32,5.28,3.28,6.525659990153553
45715,0.56,Ideal,E,SI1,62.3,56.0,1698,5.3,5.26,3.29,6.519142743153931
45716,0.56,Ideal,E,SI1,61.7,56.0,1698,5.33,5.3,3.28,6.533823707503647
45717,0.56,Ideal,E,SI1,60.9,56.0,1698,5.35,5.32,3.25,6.531404855381342
45718,0.56,Ideal,E,SI1,62.7,57.0,1698,5.27,5.23,3.29,6.502701492295223
45719,0.55,Ideal,F,VS2,61.2,55.0,1698,5.3,5.28,3.24,6.502524102369466
45720,0.55,Premium,F,VS2,62.2,58.0,1698,5.26,5.22,3.26,6.48398457076909
45721,0.55,Ideal,F,VS2,62.7,55.0,1698,5.26,5.24,3.29,6.50271719524082
45722,0.55,Premium,D,SI1,61.6,56.0,1698,5.28,5.24,3.24,6.486098554456355
45723,0.55,Premium,D,SI1,62.7,59.0,1698,5.25,5.22,3.28,6.490063044417279
45724,0.6,Premium,E,SI1,60.0,57.0,1698,5.52,5.48,3.3,6.6413101846603375
45725,0.72,Very Good,H,SI2,63.3,57.0,1698,5.7,5.67,3.6,6.862307560999834
45726,0.63,Ideal,F,SI1,62.6,56.0,1698,5.53,5.49,3.45,6.710681991581263
45727,0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2,6.481867226650964
45728,0.55,Premium,E,SI1,60.8,58.0,1698,5.32,5.29,3.22,6.501754656405659
45729,0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19,6.507190373230261
45730,0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49,6.80736883369271
45731,0.7,Good,I,SI2,63.4,59.0,1699,5.66,5.57,3.56,6.810356621814138
45732,0.56,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28,6.481790133819359
45733,0.52,Ideal,H,VS1,62.0,55.0,1699,5.15,5.19,3.2,6.41837887599165
45734,0.52,Ideal,H,VS1,61.0,56.0,1699,5.15,5.23,3.17,6.415866219132756
45735,0.5,Premium,E,VS2,60.7,59.0,1699,5.13,5.11,3.11,6.349196697351104
45736,0.5,Premium,E,VS2,60.5,60.0,1699,5.13,5.09,3.09,6.334231320262949
45737,0.73,Premium,H,SI2,61.2,59.0,1699,5.83,5.77,3.55,6.899886226913849
45738,0.62,Very Good,D,SI1,62.4,58.0,1700,5.42,5.47,3.4,6.655368430959956
45739,0.53,Ideal,E,VS1,60.9,57.0,1700,5.19,5.25,3.18,6.4370787268715475
45740,0.55,Ideal,F,SI1,61.9,55.0,1700,5.25,5.29,3.26,6.500457109574414
45741,0.5,Ideal,E,SI1,61.5,57.0,1700,5.08,5.1,3.13,6.341488401239467
45742,0.52,Good,D,VS2,63.4,56.0,1701,5.09,5.16,3.25,6.415476440090592
45743,0.52,Very Good,D,VS2,59.4,61.0,1701,5.23,5.24,3.11,6.4132923385908205
45744,0.52,Good,D,VS2,63.5,57.0,1701,5.08,5.13,3.24,6.399781135939671
45745,0.52,Ideal,D,VS2,62.0,53.0,1701,5.17,5.21,3.22,6.438508341383886
45746,0.5,Good,D,VS1,64.2,55.0,1701,5.01,5.08,3.24,6.365632913527825
45747,0.58,Fair,G,VS1,64.7,60.0,1701,5.23,5.28,3.41,6.557120615305394
45748,0.51,Ideal,H,VVS1,62.7,57.0,1702,5.12,5.15,3.22,6.407776930861024
45749,0.55,Ideal,F,VS2,60.9,57.0,1702,5.3,5.34,3.24,6.518825914698566
